EnsGeneID	Symbol	PseudoTimePval	DE_Pval	qval	UB	CM	PV
ENSG00000163939	PBRM1	0.005550132	0.115066787	1	0.819231651	1.115905165	0.767684078
ENSG00000167081	PBX3	0.576974296	0.142274047	1	0.074625007	0.122645029	0.109901287
ENSG00000105717	PBX4	0.830707129	0.006954733	1	0.087874583	0.020077652	0.021546287
ENSG00000198300	PEG3	0.188466413	0.015897463	1	0.186584419	0.26368387	0.358042846
ENSG00000033800	PIAS1	0.81998846	0.007317522	1	0.345025409	0.534155902	0.500977203
ENSG00000078043	PIAS2	0.730248252	0.744335297	1	0.420161753	0.385834155	0.372843219
ENSG00000131788	PIAS3	0.111994757	0.002136124	1	0.114405491	0.300310422	0.183909366
ENSG00000105229	PIAS4	0.450762035	0.989974084	1	0.301974563	0.327328281	0.265337029
ENSG00000160199	PKNOX1	0.372484008	0.387653557	1	0.301340455	0.415661743	0.274828705
ENSG00000126003	PLAGL2	0.629384739	0.67655248	1	0.08326441	0.062332796	0.094641157
ENSG00000064933	PMS1	0.008377565	0.375363377	1	0.328478438	0.312278435	0.183514789
ENSG00000143190	POU2F1	0.001368815	0.930218509	1	0.26822086	0.323814253	0.163219765
ENSG00000204531	POU5F1	0.395261886	0.041668741	1	0.022136313	0.005949277	0.001010529
ENSG00000248483	POU5F2	0.218655993	0.565248172	1	0.060696934	0.040175462	0.049546187
ENSG00000184271	POU6F1	0.878865388	0.922976946	1	0.01972918	0.014269943	0.021204398
ENSG00000186951	PPARA	0.44948305	0.009172456	1	0.254383269	0.128735641	0.128857681
ENSG00000112033	PPARD	0.471730739	0.534699666	1	0.105835264	0.074965654	0.100853623
ENSG00000170325	PRDM10	0.040459114	0.019400894	1	0.053835911	0.001050852	0.02195776
ENSG00000141956	PRDM15	0.018511126	0.920077315	1	0.037831466	0.062896833	0.041175851
ENSG00000116731	PRDM2	0.713741106	0.247081366	1	0.315006664	0.182660289	0.292206765
ENSG00000110851	PRDM4	0.031958683	0.047578373	1	0.137510527	0.131973678	0.306334975
ENSG00000138738	PRDM5	0.435353059	0.377546978	1	0.068973884	0.089867927	0.090901584
ENSG00000138073	PREB	0.118583433	0.535044531	1	0.323374041	0.340937675	0.380494423
ENSG00000137492	PRKRIR	0.41009412	0.627792657	1	0.156438425	0.120193756	0.210633302
ENSG00000117707	PROX1	0.422466791	0.009280338	1	0.047297672	0.122107347	0.090009149
ENSG00000116132	PRRX1	0.683423344	0.038030148	1	0.005474704	0.020164437	0.010694839
ENSG00000185129	PURA	0.002242576	0.183096424	1	0.209432727	0.077458825	0.219038839
ENSG00000146676	PURB	0.158995834	0.413284743	1	0.261343159	0.163298578	0.269654025
ENSG00000131759	RARA	0.054771576	0.366610868	1	0.28087264	0.391390916	0.285724152
ENSG00000146587	RBAK	0.461194532	0.008913833	1	0.119926582	0.040945805	0.058060572
ENSG00000089902	RCOR1	0.395693377	0.014817648	1	0.241122109	0.108703374	0.152141629
ENSG00000167771	RCOR2	0.094218933	0.811357446	1	0.068977102	0.082686131	0.026234351
ENSG00000117625	RCOR3	0.949592478	0.005515877	1	0.233243159	0.385647435	0.393156573
ENSG00000173039	RELA	0.749700371	0.65983038	1	0.330732967	0.372203982	0.306202879
ENSG00000214022	REPIN1	0.260456153	0.348478997	1	0.627047643	0.590809858	0.83275169
ENSG00000142599	RERE	0.048371351	0.053024704	1	0.578893357	0.738206174	0.782080156
ENSG00000084093	REST	0.136728958	0.177232703	1	1.03721929	1.032799991	1.251448769
ENSG00000132005	RFX1	0.635293905	0.026838539	1	0.144302698	0.257865412	0.253346026
ENSG00000087903	RFX2	0.047674602	0.459046906	1	0.129772177	0.19648919	0.093897457
ENSG00000080298	RFX3	0.324883514	0.835064987	1	0.165870572	0.112123497	0.198323029
ENSG00000111783	RFX4	0.146333363	0.066461041	1	0	0.015487278	0.013448054
ENSG00000143390	RFX5	0.270333188	0.2151684	1	0.240974927	0.185763648	0.140081858
ENSG00000181827	RFX7	0.196507455	0.131540893	1	0.137558706	0.097747804	0.062360036
ENSG00000117000	RLF	0.538570691	0.579917848	1	0.236481166	0.208834377	0.179478458
ENSG00000134758	RNF138	0.000862678	0.021737359	1	0.362218503	0.631550283	0.395107358
ENSG00000069667	RORA	0.054265866	0.008360314	1	0.206488993	0.063402278	0.141505625
ENSG00000124782	RREB1	0.007938096	0.011955367	1	0.329372523	0.112853617	0.26777248
ENSG00000124813	RUNX2	0.159351677	0.591953684	1	0.011331417	0.014276411	0.028968109
ENSG00000186350	RXRA	0.144972903	0.040029776	1	0.204460728	0.125785696	0.124339005
ENSG00000204231	RXRB	0.937673091	0.030405331	1	0.295620635	0.376148042	0.433272479
ENSG00000143171	RXRG	0.309049868	0.826225398	1	0.003706731	0.003184986	0.004090257
ENSG00000165821	SALL2	0.225056322	0.009976565	1	0.114417825	0.221513068	0.191059706
ENSG00000101115	SALL4	0.23433587	0.040487953	1	0.08108717	0.026647522	0.025908045
ENSG00000182568	SATB1	0.464046878	0.40297643	1	0.167008645	0.101161907	0.159373196
ENSG00000119042	SATB2	0.140543298	0.014836791	1	0.003530263	0.008684247	0.040950126
ENSG00000260428	SCX	0.80909912	0.606900243	1	0.013769149	0.015740265	0.01312187
ENSG00000143379	SETDB1	0.215148732	0.365931299	1	0.247982679	0.25158201	0.329351798
ENSG00000136169	SETDB2	0.478117896	0.206800111	1	0.21265428	0.16123975	0.122540971
ENSG00000159263	SIM2	0.153877962	0.771257821	1	0.006006251	0.008206932	0.00751734
ENSG00000100625	SIX4	0.395556884	0.369701957	1	0.088969732	0.147267392	0.094769367
ENSG00000177045	SIX5	0.846940343	0.001585922	1	0.105803642	0.247830228	0.274376116
ENSG00000125520	SLC2A4RG	0.35568306	0.007435659	1	0.386200078	0.265541165	0.182842385
ENSG00000170365	SMAD1	0.786023047	0.178030254	1	0.415861158	0.321435401	0.286143077
ENSG00000175387	SMAD2	0.866090983	0.843671393	1	0.603019745	0.618428384	0.558033537
ENSG00000166949	SMAD3	0.235955658	0.904653881	1	0.196501744	0.210643923	0.168217503
ENSG00000141646	SMAD4	0.002177343	0.565586605	1	0.289124432	0.165686029	0.440307388
ENSG00000113658	SMAD5	0.826802865	0.92056424	1	0.524158274	0.517477344	0.476273614
ENSG00000101665	SMAD7	0.394968665	0.098023562	1	0.177563524	0.12691868	0.100362795
ENSG00000124216	SNAI1	0.700374229	0.440557074	1	0.044922099	0.02617945	0.065115285
ENSG00000165684	SNAPC4	0.059925006	0.423340708	1	0.067198952	0.105541771	0.068302243
ENSG00000177732	SOX12	0.504658523	0.139086656	1	0.281182804	0.229435228	0.162628083
ENSG00000143842	SOX13	0.251230018	0.954190329	1	0.097934228	0.074876605	0.131241092
ENSG00000129194	SOX15	0.026789592	0.733861539	1	0.093429901	0.106718367	0.035880545
ENSG00000125285	SOX21	0.005265261	0.303295934	1	0	0	0.014102535
ENSG00000134532	SOX5	0.180901949	0.76361953	1	0.045471974	0.019342291	0.067580232
ENSG00000171056	SOX7	0.065605437	0.917515355	1	0.021733151	0.005737566	0.025691091
ENSG00000005513	SOX8	0.142056584	0.294948741	1	0.016805389	0	0.011410449
ENSG00000185591	SP1	0.005678101	0.663781473	1	0.115993731	0.115630682	0.164503034
ENSG00000067066	SP100	0.187618561	0.935384443	1	0.427192935	0.47211348	0.336861378
ENSG00000135899	SP110	0.71080121	0.131776213	1	0.078974248	0.024224478	0.041021338
ENSG00000185404	SP140L	0.48612983	0.056355828	1	0.042521476	0.022320747	0.006169898
ENSG00000167182	SP2	0.091297927	0.437318973	1	0.21383133	0.260760586	0.238051987
ENSG00000172845	SP3	0.690830826	0.039855356	1	0.316767269	0.483445037	0.439418813
ENSG00000105866	SP4	0.153552428	0.495498687	1	0.101819096	0.106284248	0.065051427
ENSG00000204335	SP5	0.700010071	0.798082005	1	0.013068591	0.018539631	0.008038961
ENSG00000066336	SPI1	0.097123046	0.004671189	1	0.002192732	0.016366085	0.0457385
ENSG00000269404	SPIB	0.802099983	0.802046447	1	0.017562887	0.018588945	0.008877588
ENSG00000198911	SREBF2	0.510199318	0.753957909	1	0.3357794	0.305495988	0.315639643
ENSG00000112658	SRF	0.017279009	0.095550495	1	0.1553432	0.167972515	0.324737349
ENSG00000184895	SRY	0.024169897	0.082612782	1	0.027665504	0.027875422	0.090591786
ENSG00000170581	STAT2	0.000969846	0.653647043	1	0.1781787	0.107403836	0.26156943
ENSG00000138378	STAT4	0.002482829	0.162772028	1	0.014393516	0.080792074	0.009296354
ENSG00000173757	STAT5B	0.239507958	0.158324564	1	0.13869989	0.092818361	0.073074879
ENSG00000173011	TADA2B	0.416204836	0.371059045	1	0.027899659	0.039798436	0.040547086
ENSG00000186051	TAL2	0.17223884	0.61208861	1	0.014590724	0.015383897	0.004050958
ENSG00000112592	TBP	0.267463152	0.18438374	1	0.159520137	0.181650231	0.228950352
ENSG00000092607	TBX15	0.306984166	0.224766878	1	0	0	0.011905651
ENSG00000112837	TBX18	0.630497487	0.775464676	1	0.003414031	0.005849254	0.012025702
ENSG00000143178	TBX19	0.419666104	0.585791991	1	0.011694856	0.00575492	0.005977492
ENSG00000149922	TBX6	0.594354984	0.61201997	1	0.032533481	0.02445213	0.01813409
ENSG00000140262	TCF12	0.513494688	0.582900733	1	0.398633775	0.42524001	0.463048936
ENSG00000137310	TCF19	0.001303036	0.832009166	1	0.083470499	0.10914364	0.034138892
ENSG00000081059	TCF7	0.273266434	0.501663298	1	0.320438948	0.305565794	0.238531641
ENSG00000101190	TCFL5	0.01622462	0.612020086	1	0.036445845	0.032668498	0.016738616
ENSG00000187079	TEAD1	0.01842575	0.730942218	1	0.207683215	0.099416804	0.252939574
ENSG00000167074	TEF	0.142939351	0.744718193	1	0.042771209	0.073341776	0.031073285
ENSG00000147601	TERF1	0.006003727	0.376021639	1	1.370155169	1.202333569	1.745037451
ENSG00000132604	TERF2	0.619132303	0.078892217	1	0.157836836	0.062917732	0.106138064
ENSG00000108064	TFAM	0.057135432	0.142728972	1	0.871418621	0.655534342	0.779183804
ENSG00000135457	TFCP2	0.179147038	0.632979291	1	0.22817142	0.292995346	0.188679352
ENSG00000198176	TFDP1	0.001471978	0.037773489	1	0.557011983	0.222004458	0.587962651
ENSG00000114126	TFDP2	0.944596602	0.0340633	1	1.442562433	1.097789192	1.148227483
ENSG00000068323	TFE3	0.169283697	0.299970691	1	0.165569352	0.086290392	0.170657964
ENSG00000112561	TFEB	0.381621399	0.427804747	1	0.014753546	0.02209994	0.018711257
ENSG00000118707	TGIF2	0.606482501	0.005538644	1	0.452453167	0.689806301	0.604080342
ENSG00000131931	THAP1	0.022491495	0.092082301	1	0.153465379	0.215784477	0.212260508
ENSG00000129028	THAP10	0.7344096	0.208787505	1	0.048449618	0.082355568	0.063630645
ENSG00000173451	THAP2	0.231299946	0.430822045	1	0.184545878	0.175063342	0.131657682
ENSG00000041988	THAP3	0.009274107	0.006368799	1	0.12408921	0.15397046	0.334710818
ENSG00000176946	THAP4	0.164738854	0.155440633	1	0.444216266	0.386009543	0.310996749
ENSG00000174796	THAP6	0.302360548	0.28574545	1	0.163791097	0.184269444	0.240669267
ENSG00000184436	THAP7	0.007874773	0.025266881	1	0.203993254	0.281013262	0.402579143
ENSG00000168152	THAP9	0.402633666	0.054582957	1	0.01909883	0.053206798	0.059890477
ENSG00000144747	TMF1	0.075034967	0.195308831	1	0.450481745	0.393095999	0.663419897
ENSG00000198846	TOX	0.017648166	0.094980222	1	0.11483437	0.065663324	0.028399834
ENSG00000092203	TOX4	0.192268857	0.083221522	1	0.634236252	0.74490759	0.795018655
ENSG00000078900	TP73	0.527166141	0.934236245	1	0.01746961	0.009722177	0.011446304
ENSG00000124496	TRERF1	0.351956638	0.916657617	1	0.056457073	0.050152819	0.031875093
ENSG00000196428	TSC22D2	0.145996106	0.975155532	1	0.296594685	0.211473383	0.372316677
ENSG00000121297	TSHZ3	0.431184235	0.068886015	1	0	0.012719821	0.022268255
ENSG00000166402	TUB	0.03045452	0.061314968	1	0.035473995	0.014776306	0.008253471
ENSG00000233608	TWIST2	0.466037305	0.033933287	1	0.044509592	0.007050419	0.022158656
ENSG00000153560	UBP1	0.551450075	0.892829867	1	0.136451234	0.127380793	0.120489333
ENSG00000108312	UBTF	0.75520374	0.040259697	1	0.50110766	0.578656657	0.696478956
ENSG00000158773	USF1	0.384789644	0.37923137	1	0.065142155	0.121175579	0.056961605
ENSG00000105698	USF2	0.606725415	0.015111592	1	0.2953293	0.41635766	0.480003572
ENSG00000176542	USF3	0.643567831	0.043683625	1	0.131658886	0.186578121	0.234209484
ENSG00000111424	VDR	0.763474641	0.580320951	1	0.025681543	0.008436893	0.007225753
ENSG00000136451	VEZF1	0.536825391	0.019908847	1	0.535500358	0.757217905	0.715471294
ENSG00000109685	WHSC1	0.236207038	0.80270072	1	0.424962083	0.335111525	0.396580213
ENSG00000011451	WIZ	0.602911478	0.244660389	1	0.078340065	0.088585303	0.145473775
ENSG00000100811	YY1	0.008132572	0.597605485	1	1.045682072	0.901637938	1.301398606
ENSG00000230797	YY2	0.658561621	0.003881147	1	0.009422969	0.02878207	0.037682088
ENSG00000214717	ZBED1	0.005862806	0.054041675	1	0.430884169	0.374545579	0.205842272
ENSG00000132846	ZBED3	0.658935818	0.010350026	1	0.200181114	0.064657178	0.110668364
ENSG00000100426	ZBED4	0.843878664	0.089123715	1	0.146597306	0.085146168	0.082355577
ENSG00000257315	ZBED6	0.018995084	0.452778061	1	0.329029408	0.305860276	0.267076745
ENSG00000126804	ZBTB1	0.547717199	0.953916049	1	0.379645316	0.349618056	0.403849512
ENSG00000066422	ZBTB11	0.901739954	0.378400383	1	0.178950378	0.136556453	0.123902031
ENSG00000204366	ZBTB12	0.589027204	0.214391136	1	0.006242577	0.006140575	0.001237735
ENSG00000198081	ZBTB14	0.195352012	0.449132271	1	0.11462887	0.180498103	0.106333871
ENSG00000109906	ZBTB16	0.1279635	0.024142676	1	0.002192732	0.036029041	0.003260879
ENSG00000116809	ZBTB17	0.020555113	0.777177582	1	0.238678477	0.247453975	0.175273785
ENSG00000179456	ZBTB18	0.340270203	0.187730646	1	0.063373907	0.030155575	0.038929266
ENSG00000181472	ZBTB2	0.025339373	0.768650636	1	0.127129611	0.148630072	0.083334676
ENSG00000173276	ZBTB21	0.039327448	0.062490137	1	0.129497668	0.021535668	0.106270646
ENSG00000112365	ZBTB24	0.826905561	0.947965629	1	0.101257901	0.094876725	0.099127002
ENSG00000089775	ZBTB25	0.596309795	0.678029713	1	0.144148244	0.139869866	0.171708541
ENSG00000171448	ZBTB26	0.299279091	0.405587307	1	0.111101859	0.044269678	0.120908619
ENSG00000185670	ZBTB3	0.870231777	0.079842054	1	0.039137651	0.058107487	0.057831807
ENSG00000177125	ZBTB34	0.143210751	0.033756918	1	0.095544116	0.020912079	0.040608728
ENSG00000177311	ZBTB38	0.31439518	0.280471984	1	0.220064667	0.222281019	0.298125257
ENSG00000166860	ZBTB39	0.077667333	0.013626642	1	0.040145826	0.125587211	0.073210762
ENSG00000174282	ZBTB4	0.076944874	0.021322081	1	0.149521884	0.054801531	0.115113746
ENSG00000184677	ZBTB40	0.259277916	0.176258327	1	0.033772154	0.072135474	0.060502066
ENSG00000177888	ZBTB41	0.199401643	0.340759272	1	0.104126025	0.048067543	0.102484291
ENSG00000179627	ZBTB42	0.081874094	0.062348215	1	0.040906891	0.005071482	0.018543838
ENSG00000169155	ZBTB43	0.044764122	0.990139632	1	0.297113484	0.255415304	0.303140972
ENSG00000196323	ZBTB44	0.131993234	0.865499887	1	0.327209847	0.225220857	0.40905007
ENSG00000119574	ZBTB45	0.812030683	0.123484947	1	0.081763818	0.113181027	0.121149529
ENSG00000114853	ZBTB47	0.169719144	0.213158987	1	0.002514627	0.007036969	0.011566431
ENSG00000204859	ZBTB48	0.083294724	0.018958372	1	0.123267615	0.202560831	0.283113698
ENSG00000168826	ZBTB49	0.070607934	0.10725153	1	0.024764479	0.068857904	0.028263617
ENSG00000186130	ZBTB6	0.85594803	0.106399614	1	0.021467586	0.044852097	0.057489287
ENSG00000178951	ZBTB7A	0.010687037	0.002477952	1	0.233950359	0.054904408	0.155498437
ENSG00000160685	ZBTB7B	0.078472949	0.003114672	1	0.108011893	0.025499466	0.034586253
ENSG00000160062	ZBTB8A	0.049769004	0.135944142	1	0.218063702	0.318249301	0.202039825
ENSG00000273274	ZBTB8B	0.898991569	0.99845761	1	0.085775587	0.07640996	0.06310525
ENSG00000066827	ZFAT	0.981115033	0.483102178	1	0.037082855	0.029496921	0.029632279
ENSG00000136367	ZFHX2	0.87941594	0.734508198	1	0.041959451	0.024472662	0.053742229
ENSG00000091656	ZFHX4	0.025720966	0.014852999	1	0.060037628	0.001524041	0.029387911
ENSG00000184517	ZFP1	0.045361987	0.001800267	1	0.064322927	0.201332123	0.116204861
ENSG00000142065	ZFP14	0.573299981	0.919787725	1	0.198154183	0.199567223	0.172999979
ENSG00000196867	ZFP28	0.274630977	0.426628939	1	0.028166785	0.014209783	0.061457592
ENSG00000180787	ZFP3	0.549131529	0.258100674	1	0.020981605	0.025599815	0.048958327
ENSG00000120784	ZFP30	0.259744856	0.572974474	1	0.075362086	0.091042457	0.059609355
ENSG00000136866	ZFP37	0.939914611	0.44438336	1	0.040986778	0.05193404	0.051551138
ENSG00000181638	ZFP41	0.929894303	0.395580626	1	0.025975323	0.033904205	0.027652888
ENSG00000179059	ZFP42	0.690952457	0.001339074	1	0.071234292	0.002924166	0.017454698
ENSG00000196670	ZFP62	0.504799811	0.923251768	1	0.137447147	0.136112317	0.110221337
ENSG00000020256	ZFP64	0.029033916	0.375929908	1	0.206094896	0.255481133	0.175807647
ENSG00000187815	ZFP69	0.520569254	0.149399227	1	0.058128713	0.036261893	0.015842789
ENSG00000187801	ZFP69B	0.021147824	0.056184776	1	0.010866584	0.05401986	0.007965344
ENSG00000181007	ZFP82	0.205537283	0.304955113	1	0.155839871	0.208411229	0.192012115
ENSG00000184939	ZFP90	0.005048704	0.138530285	1	0.206523655	0.284871078	0.25737634
ENSG00000186660	ZFP91	0.021137183	0.028963089	1	0.145709779	0.170329822	0.290670747
ENSG00000179588	ZFPM1	0.446584216	0.112776059	1	0.031749861	0.014463635	0.009702795
ENSG00000067646	ZFY	0.058813534	0.127125221	1	0.059467943	0.089104717	0.119648761
ENSG00000220201	ZGLP1	0.170744438	0.359031907	1	0.055818783	0.040300426	0.020040184
ENSG00000165156	ZHX1	0.026619402	0.057918322	1	0.197526511	0.214863612	0.359458988
ENSG00000178764	ZHX2	0.009982936	0.42908044	1	0.079617721	0.131101496	0.078861757
ENSG00000174306	ZHX3	0.932947111	0.12102515	1	0.065281303	0.023969989	0.034078011
ENSG00000171649	ZIK1	0.258994914	0.862975284	1	0.095153227	0.106309952	0.077319217
ENSG00000269699	ZIM2	0.213962984	0.21937444	1	0.026746628	0	0.0212857
ENSG00000106261	ZKSCAN1	0.564627074	0.158852574	1	0.766633742	0.927489959	0.845977367
ENSG00000155592	ZKSCAN2	0.008658826	0.392022547	1	0.055066897	0.098137279	0.027172992
ENSG00000189298	ZKSCAN3	0.547958502	0.400419525	1	0.020792293	0.032064879	0.024548122
ENSG00000187626	ZKSCAN4	0.738068089	0.752793429	1	0.073973909	0.05572328	0.05986913
ENSG00000196652	ZKSCAN5	0.705513533	0.642945963	1	0.065262282	0.081884548	0.075151725
ENSG00000196345	ZKSCAN7	0.529188689	0.086229219	1	0.017382628	0.072440666	0.046737652
ENSG00000198315	ZKSCAN8	0.472690558	0.709288447	1	0.075870158	0.046406519	0.087093941
ENSG00000108175	ZMIZ1	0.556530321	0.366699676	1	0.237023172	0.246926014	0.308315093
ENSG00000122515	ZMIZ2	0.827865467	0.011746321	1	0.209657067	0.097826237	0.11886358
ENSG00000256223	ZNF10	0.358649895	0.001276936	1	0.018265026	0.091113422	0.07437667
ENSG00000197020	ZNF100	0.737343934	0.040824338	1	0.285119434	0.159338153	0.171891528
ENSG00000181896	ZNF101	0.034138428	0.668851001	1	0.081380876	0.06488588	0.124559156
ENSG00000196247	ZNF107	0.245680234	0.078314162	1	0.038138124	0.067942988	0.102176311
ENSG00000062370	ZNF112	0.995324889	0.213012372	1	0.048826464	0.082160823	0.092411228
ENSG00000178150	ZNF114	0.003678903	0.043402591	1	0.048082043	0.149378191	0.055390281
ENSG00000152926	ZNF117	0.845598525	0.329300595	1	0.188269196	0.104250122	0.153997878
ENSG00000164631	ZNF12	0.079519876	0.214140075	1	0.219254906	0.10337091	0.1778926
ENSG00000197961	ZNF121	0.50577017	0.013396973	1	0.470771932	0.278949769	0.282845535
ENSG00000196418	ZNF124	0.292739887	0.068392556	1	0.284964301	0.175833071	0.192707061
ENSG00000172262	ZNF131	0.163495755	0.156166307	1	0.721873337	0.639735762	0.507589213
ENSG00000131849	ZNF132	0.325478956	0.313788609	1	0.021439763	0.021662996	0.05249281
ENSG00000125846	ZNF133	0.216792997	0.563597157	1	0.14420374	0.112885661	0.101500404
ENSG00000213762	ZNF134	0.374431043	0.054068349	1	0.245904515	0.377143257	0.342011566
ENSG00000176293	ZNF135	0.027072675	0.15033285	1	0.186048735	0.254933676	0.260000272
ENSG00000196646	ZNF136	0.38410532	0.025674341	1	0.135813855	0.229872022	0.21631322
ENSG00000197008	ZNF138	0.366986752	0.072699478	1	0.246683066	0.185125977	0.113749774
ENSG00000105708	ZNF14	0.715596395	0.712233895	1	0.095375678	0.084138828	0.127492109
ENSG00000196387	ZNF140	0.091112402	0.411641468	1	0.187134816	0.218991636	0.202947308
ENSG00000131127	ZNF141	0.481405303	0.342383039	1	0.140721938	0.154236377	0.17481716
ENSG00000115568	ZNF142	0.107834146	0.716563642	1	0.030324027	0.043911123	0.01349688
ENSG00000167635	ZNF146	0.000880778	0.019409563	1	0.666223008	1.022033053	0.681172105
ENSG00000179909	ZNF154	0.873862007	0.425664614	1	0.076592835	0.088133832	0.075208996
ENSG00000204920	ZNF155	0.438535188	0.0833506	1	0.015969454	0.020220909	0.032769272
ENSG00000170631	ZNF16	0.005252981	0.585511377	1	0.225596564	0.155888139	0.315195558
ENSG00000170949	ZNF160	0.599343043	0.021790457	1	0.143008122	0.231215867	0.248812979
ENSG00000175787	ZNF169	0.295415788	0.468177405	1	0.046676729	0.065207998	0.047129454
ENSG00000186272	ZNF17	0.066596453	0.301488099	1	0.077729623	0.054390618	0.048913926
ENSG00000103343	ZNF174	0.748081612	0.065461915	1	0.046761482	0.090817832	0.11389452
ENSG00000105497	ZNF175	0.485985713	0.429146056	1	0.060104526	0.043989298	0.035687728
ENSG00000188629	ZNF177	0.668579036	0.818790155	1	0.004232638	0.007821638	0.004677067
ENSG00000154957	ZNF18	0.908070518	0.082341717	1	0.041078833	0.074965809	0.076630443
ENSG00000197841	ZNF181	0.710661212	0.071756996	1	0.097687868	0.133316755	0.183174663
ENSG00000147118	ZNF182	0.545391211	0.489196214	1	0.06634421	0.050526239	0.059113729
ENSG00000096654	ZNF184	0.590912288	0.044881725	1	0.101242028	0.153939225	0.156662188
ENSG00000136870	ZNF189	0.085605333	0.467046042	1	0.108784945	0.092419604	0.1526131
ENSG00000157429	ZNF19	0.075847295	0.528397969	1	0.051781801	0.064025704	0.090781603
ENSG00000186448	ZNF197	0.588871188	0.568223679	1	0.109245026	0.120836603	0.106662675
ENSG00000132010	ZNF20	0.96276019	0.246990821	1	0.013153511	0.027230618	0.02487535
ENSG00000010539	ZNF200	0.444541759	0.090217797	1	0.048426009	0.099499793	0.075069903
ENSG00000166261	ZNF202	0.048479915	0.938848063	1	0.051256016	0.065214955	0.031730151
ENSG00000122386	ZNF205	0.111531716	0.114976176	1	0.185487264	0.247477292	0.258685684
ENSG00000160321	ZNF208	0.213603894	0.580320951	1	0.01841456	0.006101968	0.013320329
ENSG00000121417	ZNF211	0.56827111	0.733385597	1	0.070206667	0.059666714	0.090864661
ENSG00000170260	ZNF212	0.984098619	0.162620608	1	0.091076069	0.14139052	0.150600219
ENSG00000085644	ZNF213	0.709353358	0.352675228	1	0.078180161	0.053701816	0.038532418
ENSG00000149050	ZNF214	0.236343999	0.00212832	1	0.023334384	0.10320678	0.049157287
ENSG00000149054	ZNF215	0.081708811	0.003438295	1	0.078666869	0.011259862	0.005137137
ENSG00000171940	ZNF217	0.949506581	0.005381264	1	0.170296876	0.062164668	0.069507504
ENSG00000165804	ZNF219	0.37924378	0.727434825	1	0.274087377	0.242541161	0.222042113
ENSG00000159885	ZNF222	0.527695254	0.871004561	1	0.048152706	0.040162189	0.062072953
ENSG00000178386	ZNF223	0.725108835	0.338237255	1	0.059633084	0.029850443	0.023992567
ENSG00000267680	ZNF224	0.351633039	0.630416091	1	0.175603581	0.212523773	0.199428867
ENSG00000256294	ZNF225	0.722134211	0.921598116	1	0.03195513	0.029369699	0.035655655
ENSG00000167380	ZNF226	0.047163905	0.399317143	1	0.337598224	0.218397427	0.35206336
ENSG00000131115	ZNF227	0.384596838	0.324313207	1	0.088088827	0.151008884	0.098981807
ENSG00000167377	ZNF23	0.277157798	0.260555388	1	0.026563473	0.011840073	0.007653494
ENSG00000159882	ZNF230	0.7739462	0.517812093	1	0.08085619	0.046445807	0.081007935
ENSG00000167840	ZNF232	0.001880649	0.201782671	1	0.203944885	0.206460368	0.099953195
ENSG00000159915	ZNF233	0.902124023	0.031477368	1	0.001480638	0.022842805	0.018293505
ENSG00000263002	ZNF234	0.576611073	0.080926784	1	0.072852037	0.113396047	0.079257652
ENSG00000159917	ZNF235	0.883106066	0.990155411	1	0.05099417	0.033366185	0.060598319
ENSG00000130856	ZNF236	0.656192041	0.685708152	1	0.096444521	0.072956825	0.101559697
ENSG00000196793	ZNF239	0.581322698	0.582978386	1	0.047984566	0.068928497	0.046828845
ENSG00000198105	ZNF248	0.510257333	0.198839634	1	0.294399228	0.187306656	0.218273656
ENSG00000175395	ZNF25	0.002181601	0.001244872	1	0.018763814	0.094613756	0.105049114
ENSG00000196150	ZNF250	0.013552296	0.016099439	1	0.120746076	0.303608712	0.17191163
ENSG00000198169	ZNF251	0.97924918	0.397255951	1	0.102666798	0.104500097	0.131500117
ENSG00000256771	ZNF253	0.358771321	0.496420926	1	0.268540502	0.256951881	0.223634696
ENSG00000213096	ZNF254	0.171527814	0.874094879	1	0.247505209	0.232894463	0.249282527
ENSG00000152454	ZNF256	0.411882749	0.536580943	1	0.063829272	0.090383068	0.067330929
ENSG00000197134	ZNF257	0.164999108	0.641838022	1	0.023545494	0.025374678	0.017166391
ENSG00000198393	ZNF26	0.116336776	0.496116208	1	0.158030325	0.172021415	0.091490294
ENSG00000254004	ZNF260	0.271130599	0.392252023	1	0.180597536	0.152083282	0.275423237
ENSG00000006194	ZNF263	0.473111421	0.371954523	1	0.187540139	0.253682969	0.190155426
ENSG00000083844	ZNF264	0.043476314	0.764899888	1	0.150274621	0.086662274	0.140460802
ENSG00000174652	ZNF266	0.671704955	0.949213403	1	0.092177095	0.136343863	0.083254522
ENSG00000185947	ZNF267	0.554354956	0.755024842	1	0.128267327	0.103076866	0.10447254
ENSG00000090612	ZNF268	0.07357642	0.261100241	1	0.276859491	0.342122352	0.286822809
ENSG00000171606	ZNF274	0.232073989	0.604026473	1	0.247728686	0.226477093	0.188094293
ENSG00000063587	ZNF275	0.102370603	0.046973735	1	0.046770628	0.081205974	0.104215133
ENSG00000158805	ZNF276	0.225356939	0.788796316	1	0.099267227	0.065660077	0.140667121
ENSG00000198538	ZNF28	0.482542832	0.089999437	1	0.086941775	0.026910003	0.050911125
ENSG00000162702	ZNF281	0.137752435	0.836932428	1	0.366414166	0.452786812	0.3103516
ENSG00000170265	ZNF282	0.566283589	0.582463778	1	0.036132122	0.038130935	0.069872195
